os_major_version,feature_release_version,release_full_name,release_date,release_date_format,build_number,full_version,kb
Windows 10,22H2,Version 22H2 (OS build 19045),2025-10-14,October 2025,10.0.19045.6456,Windows 10 - Version 22H2 (OS build 19045),KB5066791
Windows 10,22H2,Version 22H2 (OS build 19045),2025-09-25,September 2025,10.0.19045.6396,Windows 10 - Version 22H2 (OS build 19045),KB5066198
Windows 10,22H2,Version 22H2 (OS build 19045),2025-09-09,September 2025,10.0.19045.6332,Windows 10 - Version 22H2 (OS build 19045),KB5065429
Windows 10,22H2,Version 22H2 (OS build 19045),2025-08-26,August 2025,10.0.19045.6282,Windows 10 - Version 22H2 (OS build 19045),KB5063842
Windows 10,22H2,Version 22H2 (OS build 19045),2025-08-19,August 2025,10.0.19045.6218,Windows 10 - Version 22H2 (OS build 19045),KB5066188
Windows 10,22H2,Version 22H2 (OS build 19045),2025-08-12,August 2025,10.0.19045.6216,Windows 10 - Version 22H2 (OS build 19045),KB5063709
Windows 10,22H2,Version 22H2 (OS build 19045),2025-07-22,July 2025,10.0.19045.6159,Windows 10 - Version 22H2 (OS build 19045),KB5062649
Windows 10,22H2,Version 22H2 (OS build 19045),2025-07-08,July 2025,10.0.19045.6093,Windows 10 - Version 22H2 (OS build 19045),KB5062554
Windows 10,22H2,Version 22H2 (OS build 19045),2025-06-24,June 2025,10.0.19045.6036,Windows 10 - Version 22H2 (OS build 19045),KB5061087
Windows 10,22H2,Version 22H2 (OS build 19045),2025-06-16,June 2025,10.0.19045.5968,Windows 10 - Version 22H2 (OS build 19045),KB5063159
Windows 10,22H2,Version 22H2 (OS build 19045),2025-06-10,June 2025,10.0.19045.5965,Windows 10 - Version 22H2 (OS build 19045),KB5060533
Windows 10,22H2,Version 22H2 (OS build 19045),2025-05-28,May 2025,10.0.19045.5917,Windows 10 - Version 22H2 (OS build 19045),KB5058481
Windows 10,22H2,Version 22H2 (OS build 19045),2025-05-27,May 2025,10.0.19045.5859,Windows 10 - Version 22H2 (OS build 19045),KB5061979
Windows 10,22H2,Version 22H2 (OS build 19045),2025-05-19,May 2025,10.0.19045.5856,Windows 10 - Version 22H2 (OS build 19045),KB5061768
Windows 10,22H2,Version 22H2 (OS build 19045),2025-05-13,May 2025,10.0.19045.5854,Windows 10 - Version 22H2 (OS build 19045),KB5058379
Windows 10,22H2,Version 22H2 (OS build 19045),2025-04-22,April 2025,10.0.19045.5796,Windows 10 - Version 22H2 (OS build 19045),KB5055612
Windows 10,22H2,Version 22H2 (OS build 19045),2025-04-08,April 2025,10.0.19045.5737,Windows 10 - Version 22H2 (OS build 19045),KB5055518
Windows 10,22H2,Version 22H2 (OS build 19045),2025-03-25,March 2025,10.0.19045.5679,Windows 10 - Version 22H2 (OS build 19045),KB5053643
Windows 10,22H2,Version 22H2 (OS build 19045),2025-03-11,March 2025,10.0.19045.5608,Windows 10 - Version 22H2 (OS build 19045),KB5053606
Windows 10,22H2,Version 22H2 (OS build 19045),2025-02-25,February 2025,10.0.19045.5555,Windows 10 - Version 22H2 (OS build 19045),KB5052077
Windows 10,22H2,Version 22H2 (OS build 19045),2025-02-11,February 2025,10.0.19045.5487,Windows 10 - Version 22H2 (OS build 19045),KB5051974
Windows 10,22H2,Version 22H2 (OS build 19045),2025-01-28,January 2025,10.0.19045.5440,Windows 10 - Version 22H2 (OS build 19045),KB5050081
Windows 10,22H2,Version 22H2 (OS build 19045),2025-01-14,January 2025,10.0.19045.5371,Windows 10 - Version 22H2 (OS build 19045),KB5049981
Windows 10,22H2,Version 22H2 (OS build 19045),2024-12-10,December 2024,10.0.19045.5247,Windows 10 - Version 22H2 (OS build 19045),KB5048652
Windows 10,22H2,Version 22H2 (OS build 19045),2024-11-21,November 2024,10.0.19045.5198,Windows 10 - Version 22H2 (OS build 19045),KB5046714
Windows 10,22H2,Version 22H2 (OS build 19045),2024-11-12,November 2024,10.0.19045.5131,Windows 10 - Version 22H2 (OS build 19045),KB5046613
Windows 10,22H2,Version 22H2 (OS build 19045),2024-10-22,October 2024,10.0.19045.5073,Windows 10 - Version 22H2 (OS build 19045),KB5045594
Windows 10,22H2,Version 22H2 (OS build 19045),2024-10-08,October 2024,10.0.19045.5011,Windows 10 - Version 22H2 (OS build 19045),KB5044273
Windows 10,22H2,Version 22H2 (OS build 19045),2024-09-24,September 2024,10.0.19045.4957,Windows 10 - Version 22H2 (OS build 19045),KB5043131
Windows 10,22H2,Version 22H2 (OS build 19045),2024-09-10,September 2024,10.0.19045.4894,Windows 10 - Version 22H2 (OS build 19045),KB5043064
Windows 10,22H2,Version 22H2 (OS build 19045),2024-08-29,August 2024,10.0.19045.4842,Windows 10 - Version 22H2 (OS build 19045),KB5041582
Windows 10,22H2,Version 22H2 (OS build 19045),2024-08-13,August 2024,10.0.19045.4780,Windows 10 - Version 22H2 (OS build 19045),KB5041580
Windows 10,22H2,Version 22H2 (OS build 19045),2024-07-23,July 2024,10.0.19045.4717,Windows 10 - Version 22H2 (OS build 19045),KB5040525
Windows 10,22H2,Version 22H2 (OS build 19045),2024-07-09,July 2024,10.0.19045.4651,Windows 10 - Version 22H2 (OS build 19045),KB5040427
Windows 10,22H2,Version 22H2 (OS build 19045),2024-06-25,June 2024,10.0.19045.4598,Windows 10 - Version 22H2 (OS build 19045),KB5039299
Windows 10,22H2,Version 22H2 (OS build 19045),2024-06-11,June 2024,10.0.19045.4529,Windows 10 - Version 22H2 (OS build 19045),KB5039211
Windows 10,22H2,Version 22H2 (OS build 19045),2024-05-29,May 2024,10.0.19045.4474,Windows 10 - Version 22H2 (OS build 19045),KB5037849
Windows 10,22H2,Version 22H2 (OS build 19045),2024-05-14,May 2024,10.0.19045.4412,Windows 10 - Version 22H2 (OS build 19045),KB5037768
Windows 10,22H2,Version 22H2 (OS build 19045),2024-04-23,April 2024,10.0.19045.4355,Windows 10 - Version 22H2 (OS build 19045),KB5036979
Windows 10,22H2,Version 22H2 (OS build 19045),2024-04-09,April 2024,10.0.19045.4291,Windows 10 - Version 22H2 (OS build 19045),KB5036892
Windows 10,22H2,Version 22H2 (OS build 19045),2024-03-26,March 2024,10.0.19045.4239,Windows 10 - Version 22H2 (OS build 19045),KB5035941
Windows 10,22H2,Version 22H2 (OS build 19045),2024-03-12,March 2024,10.0.19045.4170,Windows 10 - Version 22H2 (OS build 19045),KB5035845
Windows 10,22H2,Version 22H2 (OS build 19045),2024-02-29,February 2024,10.0.19045.4123,Windows 10 - Version 22H2 (OS build 19045),KB5034843
Windows 10,22H2,Version 22H2 (OS build 19045),2024-02-13,February 2024,10.0.19045.4046,Windows 10 - Version 22H2 (OS build 19045),KB5034763
Windows 10,22H2,Version 22H2 (OS build 19045),2024-01-23,January 2024,10.0.19045.3996,Windows 10 - Version 22H2 (OS build 19045),KB5034203
Windows 10,22H2,Version 22H2 (OS build 19045),2024-01-09,January 2024,10.0.19045.3930,Windows 10 - Version 22H2 (OS build 19045),KB5034122
Windows 10,22H2,Version 22H2 (OS build 19045),2023-12-12,December 2023,10.0.19045.3803,Windows 10 - Version 22H2 (OS build 19045),KB5033372
Windows 10,22H2,Version 22H2 (OS build 19045),2023-11-30,November 2023,10.0.19045.3758,Windows 10 - Version 22H2 (OS build 19045),KB5032278
Windows 10,22H2,Version 22H2 (OS build 19045),2023-11-14,November 2023,10.0.19045.3693,Windows 10 - Version 22H2 (OS build 19045),KB5032189
Windows 10,22H2,Version 22H2 (OS build 19045),2023-10-26,October 2023,10.0.19045.3636,Windows 10 - Version 22H2 (OS build 19045),KB5031445
Windows 10,22H2,Version 22H2 (OS build 19045),2023-10-10,October 2023,10.0.19045.3570,Windows 10 - Version 22H2 (OS build 19045),KB5031356
Windows 10,22H2,Version 22H2 (OS build 19045),2023-09-26,September 2023,10.0.19045.3516,Windows 10 - Version 22H2 (OS build 19045),KB5030300
Windows 10,22H2,Version 22H2 (OS build 19045),2023-09-12,September 2023,10.0.19045.3448,Windows 10 - Version 22H2 (OS build 19045),KB5030211
Windows 10,22H2,Version 22H2 (OS build 19045),2023-08-22,August 2023,10.0.19045.3393,Windows 10 - Version 22H2 (OS build 19045),KB5029331
Windows 10,22H2,Version 22H2 (OS build 19045),2023-08-08,August 2023,10.0.19045.3324,Windows 10 - Version 22H2 (OS build 19045),KB5029244
Windows 10,22H2,Version 22H2 (OS build 19045),2023-07-25,July 2023,10.0.19045.3271,Windows 10 - Version 22H2 (OS build 19045),KB5028244
Windows 10,22H2,Version 22H2 (OS build 19045),2023-07-11,July 2023,10.0.19045.3208,Windows 10 - Version 22H2 (OS build 19045),KB5028166
Windows 10,22H2,Version 22H2 (OS build 19045),2023-06-27,June 2023,10.0.19045.3155,Windows 10 - Version 22H2 (OS build 19045),KB5027293
Windows 10,22H2,Version 22H2 (OS build 19045),2023-06-13,June 2023,10.0.19045.3086,Windows 10 - Version 22H2 (OS build 19045),KB5027215
Windows 10,22H2,Version 22H2 (OS build 19045),2023-05-23,May 2023,10.0.19045.3031,Windows 10 - Version 22H2 (OS build 19045),KB5026435
Windows 10,22H2,Version 22H2 (OS build 19045),2023-05-09,May 2023,10.0.19045.2965,Windows 10 - Version 22H2 (OS build 19045),KB5026361
Windows 10,22H2,Version 22H2 (OS build 19045),2023-04-25,April 2023,10.0.19045.2913,Windows 10 - Version 22H2 (OS build 19045),KB5025297
Windows 10,22H2,Version 22H2 (OS build 19045),2023-04-11,April 2023,10.0.19045.2846,Windows 10 - Version 22H2 (OS build 19045),KB5025221
Windows 10,22H2,Version 22H2 (OS build 19045),2023-03-21,March 2023,10.0.19045.2788,Windows 10 - Version 22H2 (OS build 19045),KB5023773
Windows 10,22H2,Version 22H2 (OS build 19045),2023-03-14,March 2023,10.0.19045.2728,Windows 10 - Version 22H2 (OS build 19045),KB5023696
Windows 10,22H2,Version 22H2 (OS build 19045),2023-02-21,February 2023,10.0.19045.2673,Windows 10 - Version 22H2 (OS build 19045),KB5022906
Windows 10,22H2,Version 22H2 (OS build 19045),2023-02-14,February 2023,10.0.19045.2604,Windows 10 - Version 22H2 (OS build 19045),KB5022834
Windows 10,22H2,Version 22H2 (OS build 19045),2023-01-19,January 2023,10.0.19045.2546,Windows 10 - Version 22H2 (OS build 19045),KB5019275
Windows 10,22H2,Version 22H2 (OS build 19045),2023-01-10,January 2023,10.0.19045.2486,Windows 10 - Version 22H2 (OS build 19045),KB5022282
Windows 10,22H2,Version 22H2 (OS build 19045),2022-12-13,December 2022,10.0.19045.2364,Windows 10 - Version 22H2 (OS build 19045),KB5021233
Windows 10,22H2,Version 22H2 (OS build 19045),2022-11-15,November 2022,10.0.19045.2311,Windows 10 - Version 22H2 (OS build 19045),KB5020030
Windows 10,22H2,Version 22H2 (OS build 19045),2022-11-08,November 2022,10.0.19045.2251,Windows 10 - Version 22H2 (OS build 19045),KB5019959
Windows 10,22H2,Version 22H2 (OS build 19045),2022-10-18,October 2022,10.0.19045.2130,Windows 10 - Version 22H2 (OS build 19045),
Windows 10,21H2,Version 21H2 (OS build 19044),2025-10-14,October 2025,10.0.19044.6456,Windows 10 - Version 21H2 (OS build 19044),KB5066791
Windows 10,21H2,Version 21H2 (OS build 19044),2025-09-09,September 2025,10.0.19044.6332,Windows 10 - Version 21H2 (OS build 19044),KB5065429
Windows 10,21H2,Version 21H2 (OS build 19044),2025-08-19,August 2025,10.0.19044.6218,Windows 10 - Version 21H2 (OS build 19044),KB5066188
Windows 10,21H2,Version 21H2 (OS build 19044),2025-08-12,August 2025,10.0.19044.6216,Windows 10 - Version 21H2 (OS build 19044),KB5063709
Windows 10,21H2,Version 21H2 (OS build 19044),2025-07-08,July 2025,10.0.19044.6093,Windows 10 - Version 21H2 (OS build 19044),KB5062554
Windows 10,21H2,Version 21H2 (OS build 19044),2025-06-10,June 2025,10.0.19044.5965,Windows 10 - Version 21H2 (OS build 19044),KB5060533
Windows 10,21H2,Version 21H2 (OS build 19044),2025-05-27,May 2025,10.0.19044.5859,Windows 10 - Version 21H2 (OS build 19044),KB5061979
Windows 10,21H2,Version 21H2 (OS build 19044),2025-05-19,May 2025,10.0.19044.5856,Windows 10 - Version 21H2 (OS build 19044),KB5061768
Windows 10,21H2,Version 21H2 (OS build 19044),2025-05-13,May 2025,10.0.19044.5854,Windows 10 - Version 21H2 (OS build 19044),KB5058379
Windows 10,21H2,Version 21H2 (OS build 19044),2025-04-08,April 2025,10.0.19044.5737,Windows 10 - Version 21H2 (OS build 19044),KB5055518
Windows 10,21H2,Version 21H2 (OS build 19044),2025-03-11,March 2025,10.0.19044.5608,Windows 10 - Version 21H2 (OS build 19044),KB5053606
Windows 10,21H2,Version 21H2 (OS build 19044),2025-02-11,February 2025,10.0.19044.5487,Windows 10 - Version 21H2 (OS build 19044),KB5051974
Windows 10,21H2,Version 21H2 (OS build 19044),2025-01-14,January 2025,10.0.19044.5371,Windows 10 - Version 21H2 (OS build 19044),KB5049981
Windows 10,21H2,Version 21H2 (OS build 19044),2024-12-10,December 2024,10.0.19044.5247,Windows 10 - Version 21H2 (OS build 19044),KB5048652
Windows 10,21H2,Version 21H2 (OS build 19044),2024-11-12,November 2024,10.0.19044.5131,Windows 10 - Version 21H2 (OS build 19044),KB5046613
Windows 10,21H2,Version 21H2 (OS build 19044),2024-10-08,October 2024,10.0.19044.5011,Windows 10 - Version 21H2 (OS build 19044),KB5044273
Windows 10,21H2,Version 21H2 (OS build 19044),2024-09-10,September 2024,10.0.19044.4894,Windows 10 - Version 21H2 (OS build 19044),KB5043064
Windows 10,21H2,Version 21H2 (OS build 19044),2024-08-13,August 2024,10.0.19044.4780,Windows 10 - Version 21H2 (OS build 19044),KB5041580
Windows 10,21H2,Version 21H2 (OS build 19044),2024-07-09,July 2024,10.0.19044.4651,Windows 10 - Version 21H2 (OS build 19044),KB5040427
Windows 10,21H2,Version 21H2 (OS build 19044),2024-06-11,June 2024,10.0.19044.4529,Windows 10 - Version 21H2 (OS build 19044),KB5039211
Windows 10,21H2,Version 21H2 (OS build 19044),2024-05-14,May 2024,10.0.19044.4412,Windows 10 - Version 21H2 (OS build 19044),KB5037768
Windows 10,21H2,Version 21H2 (OS build 19044),2024-04-09,April 2024,10.0.19044.4291,Windows 10 - Version 21H2 (OS build 19044),KB5036892
Windows 10,21H2,Version 21H2 (OS build 19044),2024-03-12,March 2024,10.0.19044.4170,Windows 10 - Version 21H2 (OS build 19044),KB5035845
Windows 10,21H2,Version 21H2 (OS build 19044),2024-02-13,February 2024,10.0.19044.4046,Windows 10 - Version 21H2 (OS build 19044),KB5034763
Windows 10,21H2,Version 21H2 (OS build 19044),2024-01-09,January 2024,10.0.19044.3930,Windows 10 - Version 21H2 (OS build 19044),KB5034122
Windows 10,21H2,Version 21H2 (OS build 19044),2023-12-12,December 2023,10.0.19044.3803,Windows 10 - Version 21H2 (OS build 19044),KB5033372
Windows 10,21H2,Version 21H2 (OS build 19044),2023-11-14,November 2023,10.0.19044.3693,Windows 10 - Version 21H2 (OS build 19044),KB5032189
Windows 10,21H2,Version 21H2 (OS build 19044),2023-10-10,October 2023,10.0.19044.3570,Windows 10 - Version 21H2 (OS build 19044),KB5031356
Windows 10,21H2,Version 21H2 (OS build 19044),2023-09-12,September 2023,10.0.19044.3448,Windows 10 - Version 21H2 (OS build 19044),KB5030211
Windows 10,21H2,Version 21H2 (OS build 19044),2023-08-08,August 2023,10.0.19044.3324,Windows 10 - Version 21H2 (OS build 19044),KB5029244
Windows 10,21H2,Version 21H2 (OS build 19044),2023-07-11,July 2023,10.0.19044.3208,Windows 10 - Version 21H2 (OS build 19044),KB5028166
Windows 10,21H2,Version 21H2 (OS build 19044),2023-06-13,June 2023,10.0.19044.3086,Windows 10 - Version 21H2 (OS build 19044),KB5027215
Windows 10,21H2,Version 21H2 (OS build 19044),2023-05-09,May 2023,10.0.19044.2965,Windows 10 - Version 21H2 (OS build 19044),KB5026361
Windows 10,21H2,Version 21H2 (OS build 19044),2023-04-11,April 2023,10.0.19044.2846,Windows 10 - Version 21H2 (OS build 19044),KB5025221
Windows 10,21H2,Version 21H2 (OS build 19044),2023-03-21,March 2023,10.0.19044.2788,Windows 10 - Version 21H2 (OS build 19044),KB5023773
Windows 10,21H2,Version 21H2 (OS build 19044),2023-03-14,March 2023,10.0.19044.2728,Windows 10 - Version 21H2 (OS build 19044),KB5023696
Windows 10,21H2,Version 21H2 (OS build 19044),2023-02-21,February 2023,10.0.19044.2673,Windows 10 - Version 21H2 (OS build 19044),KB5022906
Windows 10,21H2,Version 21H2 (OS build 19044),2023-02-14,February 2023,10.0.19044.2604,Windows 10 - Version 21H2 (OS build 19044),KB5022834
Windows 10,21H2,Version 21H2 (OS build 19044),2023-01-19,January 2023,10.0.19044.2546,Windows 10 - Version 21H2 (OS build 19044),KB5019275
Windows 10,21H2,Version 21H2 (OS build 19044),2023-01-10,January 2023,10.0.19044.2486,Windows 10 - Version 21H2 (OS build 19044),KB5022282
Windows 10,21H2,Version 21H2 (OS build 19044),2022-12-13,December 2022,10.0.19044.2364,Windows 10 - Version 21H2 (OS build 19044),KB5021233
Windows 10,21H2,Version 21H2 (OS build 19044),2022-11-15,November 2022,10.0.19044.2311,Windows 10 - Version 21H2 (OS build 19044),KB5020030
Windows 10,21H2,Version 21H2 (OS build 19044),2022-11-08,November 2022,10.0.19044.2251,Windows 10 - Version 21H2 (OS build 19044),KB5019959
Windows 10,21H2,Version 21H2 (OS build 19044),2022-10-28,October 2022,10.0.19044.2194,Windows 10 - Version 21H2 (OS build 19044),KB5020953
Windows 10,21H2,Version 21H2 (OS build 19044),2022-10-25,October 2022,10.0.19044.2193,Windows 10 - Version 21H2 (OS build 19044),KB5018482
Windows 10,21H2,Version 21H2 (OS build 19044),2022-10-17,October 2022,10.0.19044.2132,Windows 10 - Version 21H2 (OS build 19044),KB5020435
Windows 10,21H2,Version 21H2 (OS build 19044),2022-10-11,October 2022,10.0.19044.2130,Windows 10 - Version 21H2 (OS build 19044),KB5018410
Windows 10,21H2,Version 21H2 (OS build 19044),2022-09-20,September 2022,10.0.19044.2075,Windows 10 - Version 21H2 (OS build 19044),KB5017380
Windows 10,21H2,Version 21H2 (OS build 19044),2022-09-13,September 2022,10.0.19044.2006,Windows 10 - Version 21H2 (OS build 19044),KB5017308
Windows 10,21H2,Version 21H2 (OS build 19044),2022-08-26,August 2022,10.0.19044.1949,Windows 10 - Version 21H2 (OS build 19044),KB5016688
Windows 10,21H2,Version 21H2 (OS build 19044),2022-08-09,August 2022,10.0.19044.1889,Windows 10 - Version 21H2 (OS build 19044),KB5016616
Windows 10,21H2,Version 21H2 (OS build 19044),2022-07-26,July 2022,10.0.19044.1865,Windows 10 - Version 21H2 (OS build 19044),KB5015878
Windows 10,21H2,Version 21H2 (OS build 19044),2022-07-12,July 2022,10.0.19044.1826,Windows 10 - Version 21H2 (OS build 19044),KB5015807
Windows 10,21H2,Version 21H2 (OS build 19044),2022-06-28,June 2022,10.0.19044.1806,Windows 10 - Version 21H2 (OS build 19044),KB5014666
Windows 10,21H2,Version 21H2 (OS build 19044),2022-06-20,June 2022,10.0.19044.1767,Windows 10 - Version 21H2 (OS build 19044),KB5016139
Windows 10,21H2,Version 21H2 (OS build 19044),2022-06-14,June 2022,10.0.19044.1766,Windows 10 - Version 21H2 (OS build 19044),KB5014699
Windows 10,21H2,Version 21H2 (OS build 19044),2022-06-02,June 2022,10.0.19044.1741,Windows 10 - Version 21H2 (OS build 19044),KB5014023
Windows 10,21H2,Version 21H2 (OS build 19044),2022-05-19,May 2022,10.0.19044.1708,Windows 10 - Version 21H2 (OS build 19044),KB5015020
Windows 10,21H2,Version 21H2 (OS build 19044),2022-05-10,May 2022,10.0.19044.1706,Windows 10 - Version 21H2 (OS build 19044),KB5013942
Windows 10,21H2,Version 21H2 (OS build 19044),2022-04-25,April 2022,10.0.19044.1682,Windows 10 - Version 21H2 (OS build 19044),KB5011831
Windows 10,21H2,Version 21H2 (OS build 19044),2022-04-12,April 2022,10.0.19044.1645,Windows 10 - Version 21H2 (OS build 19044),KB5012599
Windows 10,21H2,Version 21H2 (OS build 19044),2022-03-22,March 2022,10.0.19044.1620,Windows 10 - Version 21H2 (OS build 19044),KB5011543
Windows 10,21H2,Version 21H2 (OS build 19044),2022-03-08,March 2022,10.0.19044.1586,Windows 10 - Version 21H2 (OS build 19044),KB5011487
Windows 10,21H2,Version 21H2 (OS build 19044),2022-02-15,February 2022,10.0.19044.1566,Windows 10 - Version 21H2 (OS build 19044),KB5010415
Windows 10,21H2,Version 21H2 (OS build 19044),2022-02-08,February 2022,10.0.19044.1526,Windows 10 - Version 21H2 (OS build 19044),KB5010342
Windows 10,21H2,Version 21H2 (OS build 19044),2022-01-25,January 2022,10.0.19044.1503,Windows 10 - Version 21H2 (OS build 19044),KB5009596
Windows 10,21H2,Version 21H2 (OS build 19044),2022-01-17,January 2022,10.0.19044.1469,Windows 10 - Version 21H2 (OS build 19044),KB5010793
Windows 10,21H2,Version 21H2 (OS build 19044),2022-01-11,January 2022,10.0.19044.1466,Windows 10 - Version 21H2 (OS build 19044),KB5009543
Windows 10,21H2,Version 21H2 (OS build 19044),2021-12-14,December 2021,10.0.19044.1415,Windows 10 - Version 21H2 (OS build 19044),KB5008212
Windows 10,21H2,Version 21H2 (OS build 19044),2021-11-22,November 2021,10.0.19044.1387,Windows 10 - Version 21H2 (OS build 19044),KB5007253
Windows 10,21H2,Version 21H2 (OS build 19044),2021-11-16,November 2021,10.0.19044.1288,Windows 10 - Version 21H2 (OS build 19044),
Windows 10,21H1,Version 21H1 (OS build 19043),2022-12-13,December 2022,10.0.19043.2364,Windows 10 - Version 21H1 (OS build 19043),KB5021233
Windows 10,21H1,Version 21H1 (OS build 19043),2022-11-15,November 2022,10.0.19043.2311,Windows 10 - Version 21H1 (OS build 19043),KB5020030
Windows 10,21H1,Version 21H1 (OS build 19043),2022-11-08,November 2022,10.0.19043.2251,Windows 10 - Version 21H1 (OS build 19043),KB5019959
Windows 10,21H1,Version 21H1 (OS build 19043),2022-10-28,October 2022,10.0.19043.2194,Windows 10 - Version 21H1 (OS build 19043),KB5020953
Windows 10,21H1,Version 21H1 (OS build 19043),2022-10-25,October 2022,10.0.19043.2193,Windows 10 - Version 21H1 (OS build 19043),KB5018482
